2024-04-16 09:01:22,055 INFO    StreamThr :33278 [internal.py:wandb_internal():86] W&B internal server running at pid: 33278, started at: 2024-04-16 09:01:22.052852
2024-04-16 09:01:22,058 DEBUG   HandlerThread:33278 [handler.py:handle_request():146] handle_request: status
2024-04-16 09:01:22,059 INFO    WriterThread:33278 [datastore.py:open_for_write():87] open: /Users/vladimir/Desktop/CIFAR10-Classification/notebooks/wandb/run-20240416_090117-t47a2dek/run-t47a2dek.wandb
2024-04-16 09:01:22,062 DEBUG   SenderThread:33278 [sender.py:send():379] send: header
2024-04-16 09:01:22,063 DEBUG   SenderThread:33278 [sender.py:send():379] send: run
2024-04-16 09:01:23,171 INFO    SenderThread:33278 [dir_watcher.py:__init__():211] watching files in: /Users/vladimir/Desktop/CIFAR10-Classification/notebooks/wandb/run-20240416_090117-t47a2dek/files
2024-04-16 09:01:23,171 INFO    SenderThread:33278 [sender.py:_start_run_threads():1124] run started: t47a2dek with start time 1713247281.173401
2024-04-16 09:01:23,189 DEBUG   HandlerThread:33278 [handler.py:handle_request():146] handle_request: check_version
2024-04-16 09:01:23,189 DEBUG   SenderThread:33278 [sender.py:send_request():406] send_request: check_version
2024-04-16 09:01:23,551 DEBUG   HandlerThread:33278 [handler.py:handle_request():146] handle_request: run_start
2024-04-16 09:01:23,552 DEBUG   HandlerThread:33278 [system_info.py:__init__():26] System info init
2024-04-16 09:01:23,552 DEBUG   HandlerThread:33278 [system_info.py:__init__():41] System info init done
2024-04-16 09:01:23,552 INFO    HandlerThread:33278 [system_monitor.py:start():194] Starting system monitor
2024-04-16 09:01:23,553 INFO    SystemMonitor:33278 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-04-16 09:01:23,553 INFO    HandlerThread:33278 [system_monitor.py:probe():214] Collecting system info
2024-04-16 09:01:23,553 DEBUG   HandlerThread:33278 [system_info.py:probe():150] Probing system
2024-04-16 09:01:23,553 INFO    SystemMonitor:33278 [interfaces.py:start():190] Started cpu monitoring
2024-04-16 09:01:23,554 INFO    SystemMonitor:33278 [interfaces.py:start():190] Started disk monitoring
2024-04-16 09:01:23,555 INFO    SystemMonitor:33278 [interfaces.py:start():190] Started memory monitoring
2024-04-16 09:01:23,556 INFO    SystemMonitor:33278 [interfaces.py:start():190] Started network monitoring
2024-04-16 09:01:23,557 DEBUG   HandlerThread:33278 [system_info.py:_probe_git():135] Probing git
2024-04-16 09:01:23,608 DEBUG   HandlerThread:33278 [system_info.py:_probe_git():143] Probing git done
2024-04-16 09:01:23,608 DEBUG   HandlerThread:33278 [system_info.py:probe():198] Probing system done
2024-04-16 09:01:23,608 DEBUG   HandlerThread:33278 [system_monitor.py:probe():223] {'os': 'macOS-10.16-x86_64-i386-64bit', 'python': '3.9.13', 'heartbeatAt': '2024-04-16T06:01:23.553893', 'startedAt': '2024-04-16T06:01:17.113264', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '<python with no main file>', 'codePathLocal': None, 'git': {'remote': 'https://github.com/Jeyd0n/CIFAR10-Classification.git', 'commit': '1df5f9b5abaec8852d414b73fd9f121242e09416'}, 'email': 'polukhin.vo@icloud.com', 'root': '/Users/vladimir/Desktop/CIFAR10-Classification', 'host': 'MacBook-Air-Vladimir.local', 'username': 'vladimir', 'executable': '/Users/vladimir/opt/anaconda3/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'cpu_freq': {'current': 2400, 'min': 2400, 'max': 2400}, 'cpu_freq_per_core': [{'current': 2400, 'min': 2400, 'max': 2400}], 'disk': {'/': {'total': 460.4317207336426, 'used': 285.0053482055664}}, 'memory': {'total': 8.0}}
2024-04-16 09:01:23,609 INFO    HandlerThread:33278 [system_monitor.py:probe():224] Finished collecting system info
2024-04-16 09:01:23,609 INFO    HandlerThread:33278 [system_monitor.py:probe():227] Publishing system info
2024-04-16 09:01:23,609 DEBUG   HandlerThread:33278 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-04-16 09:01:24,177 INFO    Thread-39 :33278 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/vladimir/Desktop/CIFAR10-Classification/notebooks/wandb/run-20240416_090117-t47a2dek/files/conda-environment.yaml
2024-04-16 09:01:36,237 INFO    Thread-39 :33278 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/vladimir/Desktop/CIFAR10-Classification/notebooks/wandb/run-20240416_090117-t47a2dek/files/conda-environment.yaml
2024-04-16 09:01:36,378 DEBUG   HandlerThread:33278 [system_info.py:_save_conda():222] Saving conda packages done
2024-04-16 09:01:36,379 INFO    HandlerThread:33278 [system_monitor.py:probe():229] Finished publishing system info
2024-04-16 09:01:36,379 DEBUG   HandlerThread:33278 [handler.py:handle_request():146] handle_request: status_report
2024-04-16 09:01:36,379 DEBUG   HandlerThread:33278 [handler.py:handle_request():146] handle_request: keepalive
2024-04-16 09:01:36,379 DEBUG   HandlerThread:33278 [handler.py:handle_request():146] handle_request: status_report
2024-04-16 09:01:36,380 DEBUG   HandlerThread:33278 [handler.py:handle_request():146] handle_request: keepalive
2024-04-16 09:01:36,380 DEBUG   SenderThread:33278 [sender.py:send():379] send: files
2024-04-16 09:01:36,380 INFO    SenderThread:33278 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-04-16 09:01:36,692 DEBUG   HandlerThread:33278 [handler.py:handle_request():146] handle_request: python_packages
2024-04-16 09:01:36,692 DEBUG   SenderThread:33278 [sender.py:send_request():406] send_request: python_packages
2024-04-16 09:01:36,693 DEBUG   SenderThread:33278 [sender.py:send():379] send: telemetry
2024-04-16 09:01:36,693 DEBUG   HandlerThread:33278 [handler.py:handle_request():146] handle_request: stop_status
2024-04-16 09:01:36,693 DEBUG   SenderThread:33278 [sender.py:send_request():406] send_request: stop_status
2024-04-16 09:01:36,694 DEBUG   HandlerThread:33278 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-16 09:01:37,241 INFO    Thread-39 :33278 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/vladimir/Desktop/CIFAR10-Classification/notebooks/wandb/run-20240416_090117-t47a2dek/files/wandb-metadata.json
2024-04-16 09:01:37,241 INFO    Thread-39 :33278 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/vladimir/Desktop/CIFAR10-Classification/notebooks/wandb/run-20240416_090117-t47a2dek/files/output.log
2024-04-16 09:01:37,242 INFO    Thread-39 :33278 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/vladimir/Desktop/CIFAR10-Classification/notebooks/wandb/run-20240416_090117-t47a2dek/files/requirements.txt
2024-04-16 09:01:37,460 INFO    wandb-upload_0:33278 [upload_job.py:push():131] Uploaded file /var/folders/6l/d753qyzd7d32d9tlf0j4xtnc0000gn/T/tmpzq1hz654wandb/59ijmfzf-wandb-metadata.json
2024-04-16 09:01:38,047 DEBUG   HandlerThread:33278 [handler.py:handle_request():146] handle_request: status_report
2024-04-16 09:01:39,253 INFO    Thread-39 :33278 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/vladimir/Desktop/CIFAR10-Classification/notebooks/wandb/run-20240416_090117-t47a2dek/files/output.log
2024-04-16 09:01:40,955 DEBUG   HandlerThread:33278 [handler.py:handle_request():146] handle_request: log_artifact
2024-04-16 09:01:40,955 DEBUG   SenderThread:33278 [sender.py:send_request():406] send_request: log_artifact
2024-04-16 09:01:51,704 DEBUG   HandlerThread:33278 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-16 09:01:51,707 DEBUG   HandlerThread:33278 [handler.py:handle_request():146] handle_request: stop_status
2024-04-16 09:01:55,107 INFO    wandb-upload_0:33278 [upload_job.py:push():89] Uploaded file /Users/vladimir/Library/Application Support/wandb/artifacts/staging/tmphhw3jjyh
